Ticket subject,Ticket Type,Ticket priority,Module,Product
Kindly assist din po kung bakit may lumalabas po n...,Problem,Normal,Schedule Adjustments,Sprout HR
Kindly assist din po kung bakit may lumalabas po n...,Problem,Normal,Work Schedule,Sprout HR
Change Request - CRF-18478 - Digital Maas Test Account,Task,Normal,Backend Policy,Sprout Payroll
Sprout InstaCash,Problem,Normal,Instacash Widget,Sprout Instacash
Sprout InstaCash,Problem,Normal,InstaCash: Payments,Sprout Instacash
URGENT (ENT) - HARBOUR CITY DIMSUM: Unpaid legal holiday,Problem,Normal,Attendance Report,Sprout HR
URGENT (ENT) - HARBOUR CITY DIMSUM: Unpaid legal holiday,Problem,Normal,Holidays,Sprout HR
URGENT (ENT) - HARBOUR CITY DIMSUM: Unpaid legal holiday,Problem,Normal,Payslip,Sprout HR
Change Request - CRF-18479 - Menarco Development Corporation,Task,Normal,Activation,Sprout HR
Change Request - CRF-18479 - Menarco Development Corporation,Task,Normal,Others,Sprout HR
Change Request - CRF-18479 - Menarco Development Corporation,Task,Normal,Work Schedule,Sprout HR
Change Request - CRF-18480 - District Photo Support Group Services,Problem,Normal,Account Lockout,Sprout Payroll
restday work-overnight,Problem,Normal,Attendance Report,Sprout HR
restday work-overnight,Problem,Normal,Backend Policy,Sprout HR
Change Request - CRF-18481 - Diversion AGT and Sons Inc. (DBC Homes),Task,Normal,Activation,Sprout Pulse
Change Request - CRF-18481 - Diversion AGT and Sons Inc. (DBC Homes),Task,Normal,Pulse Dashboard,Sprout Pulse
SPROUT CONCERN (BULK EDIT DOWNLOAD),Problem,Normal,Bulk Upload: Employee Information,Sprout HR
Request for Latest Backend Policy,Task,Normal,Backend Policy,Sprout HR
Edamama: Issue in Accessing Perf+,Problem,Normal,Sprout Perf+: Other,Sprout HR
Flexweek,Enhancement,Normal,Work Schedule,Sprout HR
Re: HDMF ER Contribution,Problem,Normal,HDMF / Pag-IBIG Contribution,Sprout Payroll
"Change Request - CRF-18482 - RCD Land, Inc",Task,Normal,Mobile App Device Registration (Link/Unlink/Add/Remove),Sprout Mobile
2 days absences for inquiry,Problem,Normal,Attendance Management,Sprout HR
2 days absences for inquiry,Problem,Normal,Attendance Report,Sprout HR
2 days absences for inquiry,Problem,Normal,Holidays,Sprout HR
Kuga Corp : Payroll Error,Problem,Normal,Login,Sprout Payroll
[White Cloak] Access to Sprout Payroll,Problem,High,Login,Sprout HR
[White Cloak] Access to Sprout Payroll,Problem,High,Login,Sprout Payroll
Change Request -  - OSL International Inc.,Task,Normal,Activation,Sprout HR
Change Request -  - OSL International Inc.,Task,Normal,Web Bundy,Sprout HR
Error in Sprout Payroll,Problem,High,Final Pay,Sprout Payroll
"Change Request - CRF-18483 - Equicom Services, Inc.",Task,Normal,Biometrics Device,Sprout HR
Change Request - CRF-18484 - DEPLOYED PHILIPPINES INC,Task,Normal,Mobile App Device Registration (Link/Unlink/Add/Remove),Sprout Mobile
Upsource Talent Solutions Inc - Payroll - SSS Contributions,Problem,Normal,SSS Contribution,Sprout Payroll
Edamama: Issue in Synching of Employee Movements in Sprout HR and Perf+ External Inbox,Problem,Normal,Sprout Perf+: Other,Sprout Performance+
FOLLOW UP ONSITE BIOMETRIC REGISTRATION,Task,Normal,Biometrics Device,Sprout HR
Bladegrass ITMS - Error in Payroll Access (SSO Activation),Problem,Normal,Login,Sprout HR
Bladegrass ITMS - Error in Payroll Access (SSO Activation),Problem,Normal,Login,Sprout Payroll
Bladegrass ITMS - Error in Payroll Access (SSO Activation),Problem,Normal,SSO,Sprout HR
Bladegrass ITMS - Error in Payroll Access (SSO Activation),Problem,Normal,SSO,Sprout Payroll
Holidays not reflecting in Attendance,Problem,Normal,Attendance Report,Sprout HR
Holidays not reflecting in Attendance,Problem,Normal,Holidays,Sprout HR
where to log in for payroll maker,Problem,Normal,Login,Sprout Payroll
Filing sick leave,Problem,Normal,Leave Application,Sprout HR
Filing sick leave,Problem,Normal,Leave Types and Policies,Sprout HR
undertime,Problem,Normal,Work Schedule,Sprout HR
Biometrics for Sprout,Question,Normal,Biometrics Device,Sprout HR
Change Request - CRF-18485 - Palawan,Task,Normal,Account Lockout,Sprout HR
Request to fix error,Problem,Normal,Payroll Register,Sprout Payroll
"Request for Reactivation - AVESTRONICS INDUSTRIAL SALES AND SERVICES, INC..",Problem,Normal,Reactivation,Sprout HR
"Request for Reactivation - AVESTRONICS INDUSTRIAL SALES AND SERVICES, INC..",Problem,Normal,Reactivation,Sprout Payroll
Re: Update Password Request,Problem,Normal,Email Notification,Sprout HR
Re: Update Password Request,Problem,Normal,SSO,Sprout HR
Request for Deactivation of Accounts,Problem,Normal,Deactivation,Sprout HR
Request for Deactivation of Accounts,Problem,Normal,Deactivation,Sprout Payroll
KINDEN PHILS. CORPORATION - PAYROLL - PREMIUM PAY,Problem,Normal,OT Rates,Sprout Payroll
KINDEN PHILS. CORPORATION - PAYROLL - PREMIUM PAY,Problem,Normal,Payslip,Sprout Payroll
Uploading biometric logs,Question,Normal,Biologs,Sprout HR
Uploading biometric logs,Question,Normal,Bulk Upload: Biologs,Sprout HR
Request for Reactivation - Safexpress Logistics Inc..,Task,Normal,Reactivation,Sprout HR
Request for Reactivation - Safexpress Logistics Inc..,Task,Normal,Reactivation,Sprout Payroll
Smart Works Technology Inc - Assigned CSM,Question,Low,Others,Sprout HR
BRAND GALLERY PACKAGING WORLD INC. (BRA12) - HR AND PAYROLL,Problem,Normal,Final Pay,Sprout Payroll
Change Request - CRF-18486 - Dohle Shipmanagement Phils Corp,Task,Normal,Others,Sprout HR
Change Request - CRF-18486 - Dohle Shipmanagement Phils Corp,Task,Normal,Others,Sprout Payroll
Change Request - CRF-18486 - Dohle Shipmanagement Phils Corp,Task,Normal,SSO,Sprout HR
Change Request - CRF-18486 - Dohle Shipmanagement Phils Corp,Task,Normal,SSO,Sprout Payroll
Change Request - CRF-18487 - DRCC,Question,Low,Access Levels,Sprout HR
Updated Backend Policy: Outsourcey Global Inc.,Task,Low,Backend Policy,Sprout HR
Change Request - CRF-18488 - Sybex Animal Health & Nutrition,Task,Normal,Employee Profile,Sprout HR
Open look: SSO ready?,Task,Normal,SSO,Sprout HR
Open look: SSO ready?,Task,Normal,SSO,Sprout Payroll
Change Request - CRF-18489 - VINCO MARKETING & DISTRIBUTION CORP.,Task,Normal,Biometrics Device,Sprout HR
Unable to update username on Sprout Payroll,Problem,Normal,Users,Sprout Payroll
Change Request - CRF-18490 - VINCO MARKETING & DISTRIBUTION CORP.,Task,Normal,Activation,Sprout Mobile
Change Request - CRF-18490 - VINCO MARKETING & DISTRIBUTION CORP.,Task,Normal,Geotagging,Sprout Mobile
Change Request - CRF-18491 - DRCC,Task,Normal,Others,Sprout HR
Change Request - CRF-18491 - DRCC,Task,Normal,Others,Sprout Payroll
Change Request - CRF-18491 - DRCC,Task,Normal,SSO,Sprout HR
Change Request - CRF-18491 - DRCC,Task,Normal,SSO,Sprout Payroll
Swapping sprout insights,Question,Normal,Users,Sprout Insight
Change Request - CRF-18492 - Oakridge Realty Development Corp.,Task,Low,Mobile App Device Registration (Link/Unlink/Add/Remove),Sprout Mobile
"Vananaz Technologies, Inc - Need Immediate Help: Error in generating Summary in Sprout Payroll",Problem,Normal,Payroll - Payroll Summary,Sprout Payroll
Requesting assistance for account access,Problem,Normal,Forgot Password,Sprout HR
Requesting assistance for account access,Problem,Normal,Login,Sprout HR
Change Request -  - 1Aero Everything Aviation Inc.,Task,Low,Backend Policy,Sprout HR
Change Request -  - 1Aero Everything Aviation Inc.,Task,Normal,Link Sprout HR & Sprout Payroll,Sprout HR
Change Request -  - 1Aero Everything Aviation Inc.,Task,Normal,Link Sprout HR & Sprout Payroll,Sprout Payroll
Change Request - CRF-18493 - KMC Solutions,Task,Normal,Employee Profile,Sprout HR
"Deletion of HRIS - ID19206 -Castasus, Francesca Daniella - AGS Health",Task,Normal,Employee Profile,Sprout HR
GAOC- Can�t see all pending and processed apllication,Problem,Normal,Access Levels,Sprout HR
GAOC- Can�t see all pending and processed apllication,Problem,Normal,Approval Center,Sprout HR
GAOC- Can�t see all pending and processed apllication,Problem,Normal,Approval Center Widget,Sprout HR
How to generate ER-2 PHILHEALTH,Question,Normal,Philhealth - ER-2,Sprout Payroll
Request for Sprout HR access,Problem,Low,Access Levels,Sprout HR
Assitance Request to Unpost Payroll,Problem,Normal,Payroll Runs,Sprout Payroll
Urgent Pontoon: Error when generating report Payroll deadline 5pm today,Problem,High,One-time Adjustments,Sprout Payroll
Urgent Pontoon: Error when generating report Payroll deadline 5pm today,Problem,High,Recurring Adjustments,Sprout Payroll
Error in sprout payroll and Payslip did not receive by employees,Problem,Normal,Login,Sprout Payroll
Kinettix: SSO ready,Task,Normal,SSO,Sprout HR
Kinettix: SSO ready,Task,Normal,SSO,Sprout Payroll
Change Request -  - BigBulb Design Lab,Task,Normal,Activation,Sprout Mobile
Change Request -  - BigBulb Design Lab,Task,Normal,Geotagging,Sprout Mobile
Change Request -  - BigBulb Design lab,Task,Low,Work Schedule,Sprout HR
save button is not working,Problem,Normal,Employee Profile,Sprout HR
Fullstack HQ: Work Schedule Adjustment,Question,Normal,Work Schedule,Sprout HR
Re: Instacash Loan Concern I Advance Tech I Christian Paul Parcon I CATCH,Problem,Normal,InstaCash: Payments,Sprout Instacash
Request for Assistance: Audit Trail Export,Problem,Normal,Audit Trail,Sprout HR
Payslip Email Concern,Problem,Normal,Email Notification,Sprout Payroll
Payslip Email Concern,Problem,Normal,Payslip,Sprout Payroll
Cannot Log on Sprout,Problem,Normal,MFA,Sprout HR
Change Request - CRF-18494 - Guevent Investments Development Corporation,Task,Normal,Others,Sprout HR
Change Request - CRF-18494 - Guevent Investments Development Corporation,Task,Normal,Others,Sprout Payroll
Change Request - CRF-18494 - Guevent Investments Development Corporation,Task,Normal,SSO,Sprout HR
Change Request - CRF-18494 - Guevent Investments Development Corporation,Task,Normal,SSO,Sprout Payroll
Change Request - CRF-18495 - Marian Canicosa Perez,Task,Normal,Others,Sprout HR
Change Request - CRF-18495 - Marian Canicosa Perez,Task,Normal,Others,Sprout Payroll
Change Request - CRF-18495 - Marian Canicosa Perez,Task,Normal,SSO,Sprout HR
Change Request - CRF-18495 - Marian Canicosa Perez,Task,Normal,SSO,Sprout Payroll
Urgent Novateur Coffee Concepts Inc. : Oops Error Payroll ,Problem,Normal,Payroll - Payroll Summary,Sprout Payroll
ACCESS DENIED PROMPT,Problem,High,Login,Sprout HR
ACCESS DENIED PROMPT,Problem,High,Login,Sprout Payroll
ACCESS DENIED PROMPT,Problem,High,SSO,Sprout HR
ACCESS DENIED PROMPT,Problem,High,SSO,Sprout Payroll
COMPASIA PHILIPPINES - FOREIGN ENTITY,Question,Normal,Holidays,Sprout HR
UNI-FIELD ENTERPRISES INC - PAYROLL - SECURITY PASSWORD,Problem,Normal,Security Password,Sprout Payroll
CO WELLNESS GROUP OPC- Holiday Pay,Problem,Normal,Holidays,Sprout HR
Unaccessible account - Follow up,Problem,Normal,Login,Sprout HR
Unaccessible account - Follow up,Problem,Normal,SSO,Sprout HR
For your URGENT ASSISTANCE: Payroll Run Concern,Problem,Normal,Payroll Runs,Sprout Payroll
Updated Backend Policy: Chromaesthetics Inc.,Task,Low,Backend Policy,Sprout HR
CO WELLNESS GROUP OPC- Overtime Application,Problem,Normal,Leave Application,Sprout HR
Digital Maas Inc: Backend Policy,Task,Low,Backend Policy,Sprout HR
Sprout Payroll: Com15\jpesigan Security Password,Question,Low,Security Password,Sprout Payroll
Change Request - CRF-18496 - Philippine Chamber of Commerce  and Industry,Task,Normal,Mobile App Device Registration (Link/Unlink/Add/Remove),Sprout Mobile
Change Request - CRF-18497 - Cherenz Global Manufacturing Inc.,Task,High,SSO,Sprout HR
Change Request - CRF-18497 - Cherenz Global Manufacturing Inc.,Task,High,SSO,Sprout Payroll
Change Request - CRF-18497 - Cherenz Global Manufacturing Inc.,Task,High,Users,Sprout HR
Change Request - CRF-18497 - Cherenz Global Manufacturing Inc.,Task,High,Users,Sprout Payroll
ASSISTANCE: REQUEST TO OFFSET DAYS WORKED IN SPROUT,Problem,Normal,Compensatory Time Off,Sprout HR
ASSISTANCE: REQUEST TO OFFSET DAYS WORKED IN SPROUT,Problem,Normal,Holidays,Sprout HR
ASSISTANCE: REQUEST TO OFFSET DAYS WORKED IN SPROUT,Problem,Normal,Overtimes,Sprout HR
Requesting Further Details for the Ticket Numbers,Problem,Normal,Ticket Report,Sprout HR
"Pronet_Sprout HR Login, Transfer of Employees",Question,Low,Mobile App Device Registration (Link/Unlink/Add/Remove),Sprout HR
San Technology: Attendance Report Concerns,Problem,Normal,Attendance Management,Sprout HR
San Technology: Attendance Report Concerns,Problem,Normal,Attendance Report,Sprout HR
San Technology: Attendance Report Concerns,Problem,Normal,Backend Policy,Sprout HR
COMPASIA PHILIPPINES - UNLIK CURRENT DEVICES,Question,Normal,Mobile App Device Registration (Link/Unlink/Add/Remove),Sprout Mobile
"Pronet_Sprout HR Login, Schedule adjustment, OB and other tab request",Problem,Normal,My Requests on Mobile,Sprout Mobile
"Pronet_Sprout HR Login,Can not Reset Password",Problem,Normal,Forgot Password,Sprout HR
Maternity Leave Inquiry,Question,Low,Employment Status,Sprout Payroll
Maternity Leave Inquiry,Question,Low,Payroll Runs,Sprout Payroll
Fw: SPROUT COA 4/17/24 at 7:00 AM,Problem,Normal,Login,Sprout HR
Fw: SPROUT COA 4/17/24 at 7:00 AM,Problem,Normal,SSO,Sprout HR
Change Request - CRF-18498 - Precision Data Solutions Corporation,Task,Normal,Mobile App Device Registration (Link/Unlink/Add/Remove),Sprout Mobile
FW: [Sprout Ecosystem] Update Password Request,Problem,Urgent,Login,Sprout HR
FW: [Sprout Ecosystem] Update Password Request,Problem,Urgent,Login,Sprout Payroll
FW: [Sprout Ecosystem] Update Password Request,Problem,Urgent,SSO,Sprout HR
FW: [Sprout Ecosystem] Update Password Request,Problem,Urgent,SSO,Sprout Payroll
FW: [Sprout Ecosystem] Update Password Request,Problem,Normal,Email Notification,Sprout HR
FW: [Sprout Ecosystem] Update Password Request,Problem,Normal,Email Notification,Sprout Payroll
FW: [Sprout Ecosystem] Update Password Request,Problem,Normal,Login,Sprout HR
FW: [Sprout Ecosystem] Update Password Request,Problem,Normal,Login,Sprout Payroll
FW: [Sprout Ecosystem] Update Password Request,Problem,Normal,SSO,Sprout HR
FW: [Sprout Ecosystem] Update Password Request,Problem,Normal,SSO,Sprout Payroll
COMPASIA PHILIPPINES - ATTENDANCE REPORT,Problem,Normal,Attendance Report,Sprout HR
COMPASIA PHILIPPINES - ATTENDANCE REPORT,Problem,Normal,Holidays,Sprout HR
COMPASIA PHILIPPINES - ATTENDANCE REPORT,Problem,Normal,Leave Application,Sprout HR
Image from Rachel Vilma Sabando,Problem,Normal,Login,Sprout HR
Image from Rachel Vilma Sabando,Problem,Normal,SSO,Sprout HR
Image from Rachel Vilma Sabando,Problem,Normal,Users,Sprout HR
URGENT | PAYROLL ACCESS - GCPAT,Problem,High,Login,Sprout HR
URGENT | PAYROLL ACCESS - GCPAT,Problem,High,Login,Sprout Payroll
URGENT | PAYROLL ACCESS - GCPAT,Problem,High,SSO,Sprout HR
URGENT | PAYROLL ACCESS - GCPAT,Problem,High,SSO,Sprout Payroll
INQUIRY: Holiday Validation,Problem,Normal,Attendance Management,Sprout HR
INQUIRY: Holiday Validation,Problem,Normal,Attendance Report,Sprout HR
INQUIRY: Holiday Validation,Problem,Normal,Holidays,Sprout HR
INQUIRY: Holiday Validation,Problem,Normal,Schedule Adjustment Application,Sprout HR
inquiry on logs not showing,Problem,Normal,Attendance Management,Sprout HR
inquiry on logs not showing,Problem,Normal,Attendance Report,Sprout HR
inquiry on logs not showing,Problem,Normal,Holidays,Sprout HR
inquiry on logs not showing,Problem,Normal,Schedule Adjustment Application,Sprout HR
inquiry on logs not showing,Problem,Normal,Schedule Adjustments,Sprout HR
Issue with logs on a holiday,Problem,Normal,Attendance Report,Sprout HR
Issue with logs on a holiday,Problem,Normal,Holidays,Sprout HR
Issue with logs on a holiday,Problem,Normal,Schedule Adjustment Application,Sprout HR
Sprout HR Account Creation - Glory - gloryreborn.hrhub.ph,Task,Normal,Account Creation,Sprout HR
Sprout HR Account Creation - Glory - gloryreborn.hrhub.ph,Task,Normal,Account Creation,Sprout Payroll
Sprout loan not deduct in system,Problem,Normal,InstaCash: Payments,Sprout Instacash
DEVELOPMENTEX ASIA RHQ/ SPROUT HR - Pending Leave,Problem,Normal,Approval Levels,Sprout HR
DEVELOPMENTEX ASIA RHQ/ SPROUT HR - Pending Leave,Problem,Normal,Leave Application,Sprout HR
Change Request -  - Service First Asia,Task,Normal,Compensatory Time Off,Sprout HR
Change Request -  - Service First Asia,Task,Normal,Leaves,Sprout HR
Change Request -  - Service First Asia,Task,Normal,Overtimes,Sprout HR
Change Request -  - Service First Asia,Task,Normal,Instacash Widget,Sprout HR
GIBCO WORK SCHEDULE COMPRESSED WORK WEEK,Problem,Normal,Backend Policy,Sprout HR
GIBCO WORK SCHEDULE COMPRESSED WORK WEEK,Problem,Normal,Manage Schedule,Sprout HR
GIBCO WORK SCHEDULE COMPRESSED WORK WEEK,Problem,Normal,Work Schedule,Sprout HR
"Change Request - CRF-18499 - deugro (Philippines), Inc.",Task,Normal,Deactivation,Sprout Instacash
"Change Request - CRF-18499 - deugro (Philippines), Inc.",Task,Normal,Instacash Widget,Sprout Instacash
Telesource Solutions OPC: Payroll (Holiday Computation),Problem,Normal,Attendance Report,Sprout HR
Telesource Solutions OPC: Payroll (Holiday Computation),Problem,Normal,Attendance Report,Sprout Payroll
Telesource Solutions OPC: Payroll (Holiday Computation),Problem,Normal,Backend Policy,Sprout HR
Telesource Solutions OPC: Payroll (Holiday Computation),Problem,Normal,Backend Policy,Sprout Payroll
Telesource Solutions OPC: Payroll (Holiday Computation),Problem,Normal,Holidays,Sprout HR
Telesource Solutions OPC: Payroll (Holiday Computation),Problem,Normal,Holidays,Sprout Payroll
Telesource Solutions OPC: Payroll (Holiday Computation),Problem,Normal,OT Rates,Sprout HR
Telesource Solutions OPC: Payroll (Holiday Computation),Problem,Normal,OT Rates,Sprout Payroll
RE: Sprout Locked Out_4/17/2024,Problem,Normal,Account Lockout,Sprout HR
RE: URGENT: Initiate SSO Activation Today - Deadline Approaching,Problem,Normal,Login,Sprout HR
RE: URGENT: Initiate SSO Activation Today - Deadline Approaching,Problem,Normal,Login,Sprout Payroll
